ip,timestamp,lat,lng
179.43.159.194,2025-10-06 07:23:46,47.3682,8.5671
198.98.48.33,2025-10-06 07:27:39,40.6063,-74.1774
188.68.52.231,2025-10-06 07:29:25,53.1564,11.0018
87.118.116.90,2025-10-06 07:21:10,51.2993,9.491
185.129.62.62,2025-10-06 07:45:30,55.7123,12.0564
185.207.107.130,2025-10-06 07:15:02,51.2993,9.491
87.118.122.30,2025-10-06 07:41:38,51.2993,9.491
171.25.193.77,2025-10-06 07:26:06,59.3247,18.056
81.16.33.42,2025-10-06 07:35:53,48.2048,16.3801
51.81.222.62,2025-10-06 07:36:41,45.5229,-122.9898
45.138.16.239,2025-10-06 07:43:31,52.3824,4.8995
5.255.97.221,2025-10-06 07:29:50,52.3824,4.8995
80.82.78.14,2025-10-06 07:24:50,52.3759,4.8975
173.255.198.243,2025-10-06 07:11:06,32.9473,-96.7028
5.255.111.64,2025-10-06 06:17:16,52.3824,4.8995
216.73.159.101,2025-10-06 07:16:43,-39.8,-73.2333
194.15.115.212,2025-10-06 07:36:09,51.4964,-0.1224
80.67.172.162,2025-10-06 07:45:54,48.8582,2.3387
160.119.249.240,2025-10-06 07:31:24,-29.0,24.0
54.36.101.21,2025-10-06 07:31:23,48.8582,2.3387
171.25.193.80,2025-10-06 07:43:18,59.3247,18.056
124.198.131.253,2025-10-06 07:46:42,-42.0,174.0
103.251.167.10,2025-10-06 07:12:52,52.5378,5.6966
185.34.33.2,2025-10-06 07:30:47,48.8582,2.3387
5.255.98.23,2025-10-06 07:06:30,52.3824,4.8995
185.241.208.82,2025-10-06 07:40:36,52.3824,4.8995
205.185.117.149,2025-10-06 07:01:30,36.102,-115.1447
103.109.101.105,2025-10-06 07:44:30,22.2578,114.1657
89.147.110.154,2025-10-06 07:11:06,47.4919,19.05
72.14.179.10,2025-10-06 07:02:40,32.9473,-96.7028
46.232.251.191,2025-10-06 07:02:53,51.2993,9.491
93.123.12.112,2025-10-06 07:05:58,42.696,23.332
204.85.191.8,2025-10-06 07:17:34,35.9153,-79.0386
185.56.171.94,2025-10-06 07:36:33,43.1479,12.1097
179.43.159.198,2025-10-06 07:02:30,47.3682,8.5671
45.145.93.133,2025-10-06 07:05:00,55.7123,12.0564
192.42.116.215,2025-10-06 07:43:14,52.3824,4.8995
91.208.75.239,2025-10-05 21:26:23,45.9968,24.997
193.105.134.150,2025-10-06 07:39:57,54.23,-4.57
209.141.46.203,2025-10-06 07:44:27,36.102,-115.1447
176.118.193.33,2025-10-06 07:34:59,48.2048,16.3801
204.85.191.7,2025-10-06 06:24:05,35.9153,-79.0386
91.208.75.156,2025-10-05 21:15:57,45.9968,24.997
205.185.116.34,2025-10-06 07:16:25,36.102,-115.1447
179.43.159.195,2025-10-06 07:16:26,47.3682,8.5671
185.154.110.142,2025-10-06 07:43:43,59.3691,17.8808
91.206.26.26,2025-10-06 07:29:08,52.2394,21.0362
162.216.18.62,2025-10-06 06:36:47,40.8229,-74.4592
107.189.2.108,2025-10-06 07:24:27,49.6113,6.1294
5.45.98.162,2025-10-06 07:26:58,51.2993,9.491
185.82.219.109,2025-10-06 07:34:34,42.6951,23.325
5.255.98.151,2025-10-06 07:07:50,52.3824,4.8995
185.130.47.58,2025-10-06 07:19:45,52.352,4.9392
185.154.110.17,2025-10-06 07:14:35,59.3691,17.8808
109.169.33.163,2025-10-06 07:00:49,51.4964,-0.1224
5.2.67.226,2025-10-06 07:10:13,52.3824,4.8995
83.97.20.77,2025-10-06 07:25:50,44.4152,26.166
198.58.107.53,2025-10-06 07:28:30,32.9473,-96.7028
185.241.208.54,2025-10-06 07:28:34,52.3824,4.8995
185.225.69.203,2025-10-06 07:12:48,47.4919,19.05
185.170.114.25,2025-10-06 07:27:11,51.2993,9.491
205.185.123.93,2025-10-06 07:24:24,36.102,-115.1447
205.185.121.170,2025-10-06 07:04:56,36.102,-115.1447
104.244.78.162,2025-10-06 07:00:44,49.6113,6.1294
5.255.100.26,2025-10-06 07:27:49,52.3824,4.8995
185.241.208.202,2025-10-06 07:28:53,52.3824,4.8995
185.241.208.206,2025-10-06 07:29:04,52.3824,4.8995
51.222.142.67,2025-10-06 07:38:44,45.4995,-73.5848
185.183.159.40,2025-10-06 07:11:45,49.7894,9.9262
84.16.224.227,2025-10-06 07:14:48,51.2993,9.491
67.219.109.141,2025-10-06 07:32:42,37.751,-97.822
178.218.144.51,2025-10-06 07:10:36,45.4722,9.1922
45.66.35.21,2025-10-06 07:29:19,52.3591,4.793
45.66.35.20,2025-10-06 07:44:17,52.3591,4.793
198.96.155.3,2025-10-06 07:46:30,43.6319,-79.3716
185.129.62.63,2025-10-06 07:14:55,55.7123,12.0564
205.185.124.176,2025-10-06 07:33:27,36.102,-115.1447
5.255.117.56,2025-10-06 07:15:23,52.3824,4.8995
179.43.159.78,2025-10-06 07:42:44,47.3682,8.5671
81.17.28.95,2025-10-06 07:11:16,47.3857,8.5348
89.147.110.118,2025-10-06 07:32:04,47.4919,19.05
93.95.228.125,2025-10-06 07:25:23,64.1439,-21.98
125.212.241.131,2025-10-06 07:01:31,10.822,106.6257
104.192.3.74,2025-10-06 07:30:03,37.751,-97.822
91.92.109.43,2025-10-06 07:01:21,42.696,23.332
185.246.189.99,2025-10-06 07:06:51,-4.5833,55.6667
204.137.14.106,2025-10-06 07:45:30,37.751,-97.822
204.137.14.104,2025-10-06 07:08:36,37.751,-97.822
204.137.14.105,2025-10-06 07:14:46,37.751,-97.822
204.137.14.92,2025-10-06 07:39:36,37.751,-97.822
185.220.101.35,2025-10-06 07:41:19,51.2993,9.491
185.220.101.44,2025-10-06 07:36:26,51.2993,9.491
185.220.101.49,2025-10-06 07:37:40,51.2993,9.491
185.220.101.34,2025-10-06 07:23:58,51.2993,9.491
185.220.101.63,2025-10-06 07:37:53,51.2993,9.491
185.220.101.55,2025-10-06 07:27:54,51.2993,9.491
185.220.101.46,2025-10-06 06:46:45,51.2993,9.491
185.220.101.32,2025-10-06 07:38:29,51.2993,9.491
185.220.101.33,2025-10-06 07:28:40,51.2993,9.491
185.220.101.43,2025-10-06 07:35:28,51.2993,9.491
185.220.101.51,2025-10-06 07:29:58,51.2993,9.491
185.220.101.36,2025-10-06 07:44:43,51.2993,9.491
185.220.101.52,2025-10-06 07:07:27,51.2993,9.491
185.220.101.38,2025-10-06 07:34:24,51.2993,9.491
185.220.101.50,2025-10-06 07:31:41,51.2993,9.491
185.220.101.53,2025-10-06 07:39:12,51.2993,9.491
185.220.101.61,2025-10-06 07:44:45,51.2993,9.491
185.220.101.57,2025-10-06 07:21:39,51.2993,9.491
185.220.101.37,2025-10-06 07:27:56,51.2993,9.491
185.220.101.42,2025-10-06 07:05:36,51.2993,9.491
185.220.101.47,2025-10-06 07:45:27,51.2993,9.491
185.220.101.39,2025-10-06 07:37:37,51.2993,9.491
185.220.101.41,2025-10-06 07:17:03,51.2993,9.491
185.220.101.56,2025-10-06 07:24:04,51.2993,9.491
185.220.101.40,2025-10-06 07:25:57,51.2993,9.491
185.220.101.48,2025-10-06 07:14:27,51.2993,9.491
185.220.101.60,2025-10-06 07:33:59,51.2993,9.491
185.220.101.62,2025-10-06 07:46:18,51.2993,9.491
185.220.101.45,2025-10-06 07:05:55,51.2993,9.491
185.220.101.54,2025-10-06 07:22:19,51.2993,9.491
185.220.101.58,2025-10-06 07:16:52,51.2993,9.491
185.220.101.59,2025-10-06 07:39:10,51.2993,9.491
185.246.128.161,2025-10-06 07:05:49,59.3274,18.0653
92.243.24.163,2025-10-06 07:14:07,48.8582,2.3387
91.219.236.101,2025-10-06 07:41:40,47.4919,19.05
107.189.13.254,2025-10-06 07:46:38,49.6113,6.1294
209.141.32.198,2025-10-06 07:44:02,36.102,-115.1447
130.193.15.186,2025-10-06 07:17:22,50.0804,14.5045
171.25.193.78,2025-10-06 07:37:09,59.3247,18.056
185.246.188.149,2025-10-06 07:39:31,-4.5833,55.6667
45.12.3.80,2025-10-06 07:31:36,50.4522,30.5287
123.253.35.32,2025-10-06 07:03:13,2.5,112.5
185.246.84.179,2025-10-06 07:35:52,48.8582,2.3387
66.220.242.222,2025-10-06 07:15:20,43.6171,-72.9636
185.191.204.254,2025-10-06 05:12:40,31.5,34.75
107.189.13.180,2025-10-06 07:11:57,49.6113,6.1294
102.130.117.167,2025-10-06 07:43:15,-26.3811,27.8376
5.255.104.202,2025-10-06 07:35:26,52.3824,4.8995
5.255.98.198,2025-10-06 07:28:46,52.3824,4.8995
178.218.144.18,2025-10-06 07:07:10,45.4722,9.1922
104.219.236.100,2025-10-06 07:32:38,37.751,-97.822
46.165.243.36,2025-10-06 06:48:39,51.2993,9.491
85.93.218.204,2025-10-06 07:34:59,49.4998,5.9802
45.141.215.40,2025-10-06 07:41:04,45.4722,9.1922
195.80.151.242,2025-10-06 07:26:03,42.6951,23.325
89.147.108.90,2025-10-06 07:21:32,47.4919,19.05
176.97.114.202,2025-10-06 07:20:18,50.4522,30.5287
62.182.84.146,2025-10-06 07:30:34,50.458,30.5303
212.21.66.6,2025-10-06 07:03:18,52.1143,11.5903
91.202.5.104,2025-10-06 07:28:49,52.2394,21.0362
98.128.173.33,2025-10-06 07:02:26,57.7065,11.967
45.66.35.22,2025-10-06 07:00:47,52.3591,4.793
199.195.253.124,2025-10-06 07:42:56,40.6063,-74.1774
204.8.156.142,2025-10-06 07:35:00,42.2904,-71.0712
185.112.146.167,2025-10-06 07:37:16,65.0,-18.0
185.42.170.203,2025-10-06 07:40:30,59.0,26.0
45.11.59.28,2025-10-06 07:42:56,42.3887,-72.5144
91.92.109.126,2025-10-06 07:40:55,42.696,23.332
5.2.72.110,2025-10-06 07:33:19,52.3824,4.8995
172.234.228.174,2025-10-06 07:17:23,37.751,-97.822
94.142.241.194,2025-10-06 07:31:11,52.3824,4.8995
94.142.244.16,2025-10-06 07:31:18,52.3824,4.8995
185.106.102.102,2025-10-06 07:08:17,35.0,33.0
93.99.104.194,2025-10-06 07:19:29,49.0506,17.465
212.69.167.80,2025-10-06 07:39:37,48.8582,2.3387
31.133.0.210,2025-10-06 07:43:07,52.2394,21.0362
45.94.31.68,2025-10-05 21:36:40,39.0019,-77.4556
165.73.242.163,2025-10-06 07:04:44,-29.0,24.0
185.40.4.38,2025-10-06 07:40:29,55.9155,37.8263
185.241.208.81,2025-10-06 07:10:00,52.3824,4.8995
27.255.75.198,2025-10-06 07:30:56,37.5112,126.9741
51.38.225.46,2025-10-06 07:30:13,48.8582,2.3387
185.225.69.232,2025-10-06 07:34:17,47.4919,19.05
91.203.145.116,2025-10-06 07:16:40,50.4522,30.5287
23.155.8.104,2025-10-06 07:25:18,,
209.141.32.181,2025-10-06 07:20:35,36.102,-115.1447
5.104.86.6,2025-10-06 07:11:22,60.1717,24.9349
23.137.253.27,2025-10-06 07:18:24,,
114.35.245.150,2025-10-06 07:18:19,25.0504,121.5324
107.189.30.49,2025-10-06 07:32:45,49.6113,6.1294
107.189.29.184,2025-10-06 07:14:28,49.6113,6.1294
185.40.4.132,2025-10-06 07:44:44,55.9155,37.8263
185.40.4.149,2025-10-06 07:37:48,55.9155,37.8263
45.141.215.17,2025-10-06 07:32:21,45.4722,9.1922
45.141.215.19,2025-10-06 07:31:39,45.4722,9.1922
103.164.54.199,2025-10-06 07:43:29,1.3673,103.8014
130.193.10.21,2025-10-06 07:28:30,50.0804,14.5045
24.240.72.170,2025-10-06 07:39:05,45.21,-93.6607
171.25.193.235,2025-10-06 07:39:25,59.3247,18.056
178.175.148.246,2025-10-06 07:21:32,48.1569,28.301
5.255.123.158,2025-10-06 07:33:23,52.3824,4.8995
45.128.133.242,2025-10-06 07:11:44,50.8509,4.3447
185.40.4.92,2025-10-06 07:41:15,55.9155,37.8263
2.56.10.36,2025-10-06 07:14:11,-4.5833,55.6667
87.118.110.27,2025-10-06 07:37:09,51.2993,9.491
178.17.170.144,2025-10-06 07:40:00,47.0042,28.8574
149.202.79.129,2025-10-06 07:34:35,48.8582,2.3387
91.208.75.3,2025-10-06 07:17:39,45.9968,24.997
93.95.231.88,2025-10-06 07:41:24,65.0,-18.0
209.141.51.180,2025-10-06 07:14:10,36.102,-115.1447
202.182.99.129,2025-10-06 07:36:04,35.5819,139.7663
45.83.104.137,2025-10-06 07:46:30,48.4469,12.0394
185.40.4.150,2025-10-06 07:39:29,55.9155,37.8263
45.84.107.76,2025-10-06 07:42:11,51.2993,9.491
45.84.107.198,2025-10-06 07:44:55,51.2993,9.491
45.84.107.182,2025-10-06 07:45:32,51.2993,9.491
172.81.131.156,2025-10-06 07:25:12,37.751,-97.822
172.81.132.94,2025-10-06 07:08:50,37.751,-97.822
31.129.22.65,2025-10-06 06:27:44,50.2705,127.5352
212.38.189.186,2025-10-06 07:42:43,55.806,-3.9417
84.239.46.144,2025-10-06 07:25:08,45.9968,24.997
193.239.232.102,2025-10-06 07:19:53,59.3247,18.056
87.118.116.12,2025-10-06 07:33:16,51.2993,9.491
178.218.144.99,2025-10-06 07:40:15,45.4722,9.1922
185.40.4.100,2025-10-06 07:40:45,55.9155,37.8263
185.40.4.44,2025-10-06 07:08:18,55.9155,37.8263
146.59.126.232,2025-10-06 07:38:35,48.8582,2.3387
66.78.40.182,2025-10-06 07:34:42,39.7356,-75.5516
185.100.85.132,2025-10-06 07:10:29,44.4152,26.166
195.47.238.82,2025-10-06 07:44:19,57.7065,11.967
195.47.238.178,2025-10-06 07:46:22,57.7065,11.967
88.80.26.2,2025-10-06 07:18:15,59.3247,18.056
88.80.26.4,2025-10-06 07:44:05,59.3247,18.056
104.244.78.232,2025-10-06 07:17:43,49.6113,6.1294
192.76.153.253,2025-10-06 07:45:38,52.3824,4.8995
200.122.181.2,2025-10-06 07:43:08,10.0029,-84.0
94.72.103.33,2025-10-06 07:12:09,51.222,22.7024
82.221.128.191,2025-10-06 07:15:38,65.0,-18.0
82.221.131.5,2025-10-06 07:17:00,65.0,-18.0
35.0.127.52,2025-10-06 07:05:11,42.3068,-83.7059
89.147.111.87,2025-10-06 07:35:04,47.4919,19.05
5.255.118.218,2025-10-06 07:45:13,52.3824,4.8995
188.239.191.25,2025-10-06 07:11:21,52.5378,5.6966
193.36.132.21,2025-10-06 07:41:07,1.2848,103.7857
173.237.206.68,2025-10-06 07:03:54,42.3822,-71.4275
176.58.121.177,2025-10-06 06:07:22,51.5164,-0.093
185.165.171.84,2025-10-06 06:20:37,-4.5833,55.6667
80.94.92.92,2025-10-06 07:38:04,45.9968,24.997
91.203.144.194,2025-10-06 06:03:11,50.4522,30.5287
31.133.0.235,2025-10-06 07:39:58,52.2394,21.0362
5.255.125.196,2025-10-06 07:13:06,52.3824,4.8995
124.198.131.108,2025-10-06 07:46:18,-42.0,174.0
108.61.189.136,2025-10-06 07:30:50,52.3891,4.6563
95.211.244.28,2025-10-06 07:23:16,52.3824,4.8995
23.184.48.78,2025-10-06 06:12:43,51.9981,4.198
139.99.8.57,2025-10-06 07:20:33,1.2746,103.8378
172.104.182.84,2025-10-06 07:46:45,1.3036,103.8554
193.26.115.43,2025-10-06 06:26:31,50.1084,8.6841
136.244.111.163,2025-10-06 07:38:12,52.3891,4.6563
80.94.92.106,2025-10-06 07:45:23,45.9968,24.997
185.40.4.20,2025-10-06 07:46:07,55.9155,37.8263
185.40.4.127,2025-10-06 07:40:39,55.9155,37.8263
107.174.146.25,2025-10-06 07:13:06,37.751,-97.822
93.99.104.40,2025-10-06 07:14:42,49.0506,17.465
72.235.129.116,2025-10-06 07:39:54,21.289,-157.8028
195.47.238.90,2025-10-06 07:22:32,57.7065,11.967
195.47.238.92,2025-10-06 07:32:51,57.7065,11.967
190.103.179.98,2025-10-06 07:00:54,31.7198,-106.4195
185.40.4.22,2025-10-06 07:28:53,55.9155,37.8263
82.221.139.190,2025-10-06 07:33:28,65.0,-18.0
45.66.35.35,2025-10-06 07:25:50,52.3591,4.793
45.138.16.248,2025-10-06 07:42:33,52.3824,4.8995
185.235.146.29,2025-10-06 07:24:11,48.8582,2.3387
88.80.26.3,2025-10-06 07:41:49,59.3247,18.056
209.141.45.81,2025-10-06 07:21:48,36.102,-115.1447
23.137.253.109,2025-10-06 01:44:15,,
146.59.231.4,2025-10-06 07:46:45,48.8582,2.3387
45.138.16.231,2025-10-06 07:45:52,52.3824,4.8995
178.218.144.96,2025-10-06 06:48:06,45.4722,9.1922
23.137.253.254,2025-10-06 07:07:58,,
45.84.107.101,2025-10-06 07:43:44,51.2993,9.491
93.99.104.18,2025-10-06 07:09:36,49.0506,17.465
23.236.122.193,2025-10-06 07:08:21,37.751,-97.822
121.78.28.166,2025-10-06 07:21:53,37.5112,126.9741
198.98.57.74,2025-10-06 07:20:38,40.6063,-74.1774
93.95.231.14,2025-10-06 07:35:58,65.0,-18.0
198.98.62.158,2025-10-06 07:32:16,40.6063,-74.1774
152.53.53.243,2025-10-06 07:01:00,37.751,-97.822
45.84.107.222,2025-10-06 07:41:47,51.2993,9.491
45.84.107.55,2025-10-06 07:43:25,51.2993,9.491
45.84.107.74,2025-10-06 07:24:19,51.2993,9.491
45.84.107.172,2025-10-06 07:35:27,51.2993,9.491
45.84.107.47,2025-10-06 07:46:46,51.2993,9.491
45.84.107.33,2025-10-06 07:42:59,51.2993,9.491
185.247.184.105,2025-10-06 07:03:02,55.7386,37.6068
104.254.90.195,2025-10-06 07:41:14,43.6028,-79.653
176.65.149.87,2025-10-06 07:14:09,51.2993,9.491
205.185.116.215,2025-10-06 07:18:32,36.102,-115.1447
176.65.149.88,2025-10-06 07:12:41,51.2993,9.491
193.237.221.228,2025-10-06 07:30:55,51.4964,-0.1224
198.98.57.151,2025-10-06 07:20:48,40.6063,-74.1774
205.185.113.8,2025-10-06 07:10:37,36.102,-115.1447
209.141.45.141,2025-10-06 07:34:34,36.102,-115.1447
83.217.9.73,2025-10-06 07:24:15,55.7482,37.6177
37.77.56.238,2025-10-06 07:10:58,52.3824,4.8995
176.65.148.3,2025-10-06 07:43:33,51.2993,9.491
176.65.149.96,2025-10-06 07:15:10,51.2993,9.491
195.47.238.176,2025-10-06 07:26:39,57.7065,11.967
